temp_c,wind_kph,wind_degree,pressure_mb,precip_mm,humidity,cloud,feelslike_c,windchill_c,heatindex_c,dewpoint_c,chance_of_rain,chance_of_snow,vis_km,gust_kph,uv
72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0
17.25,11.716666666666665,143.11111111111111,1014.2222222222222,0.4106944444444444,70.83333333333333,44.06944444444444,17.193055555555556,17.059722222222224,17.549999999999997,11.129166666666666,28.416666666666668,0.0,8.902777777777779,15.755555555555556,0.9569444444444445
4.285678738953858,5.230301744453007,30.960017630902446,1.2011991921482161,1.4558026936317991,20.14804362641274,36.29430808938243,4.708408013866165,4.501507094178108,4.693357607705044,2.1969529154435823,44.80560515740331,0.0,2.5955526547778933,5.6131106308905565,1.6481168416197538
11.1,3.2,90.0,1012.0,0.0,31.0,0.0,10.5,10.5,11.1,5.9,0.0,0.0,2.0,4.6,0.0
13.575,7.2,121.0,1013.0,0.0,53.5,13.0,12.8,12.8,13.575,10.0,0.0,0.0,10.0,11.825,0.0
16.7,11.0,141.0,1014.0,0.0,71.0,28.0,16.7,16.7,16.7,11.350000000000001,0.0,0.0,10.0,15.3,0.05
20.325,15.575,165.25,1015.0,0.0675,90.0,83.5,20.325,20.325,20.325,12.525,100.0,0.0,10.0,19.8,0.875
25.7,22.0,270.0,1017.0,10.37,96.0,100.0,25.9,25.7,25.9,15.2,100.0,0.0,10.0,27.7,5.4
